url,price
https://immovlan.be/en/detail/garage/for-rent/2930/brasschaat/rbv04097,None
https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbv04090,None
https://immovlan.be/en/detail/studio/for-rent/2060/antwerp/rbv03620,None
https://immovlan.be/en/detail/residence/for-sale/2260/zoerle-parwijs/rbv03351,None
https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbv03346,None
https://immovlan.be/en/detail/studio/for-rent/2000/antwerp/rbv03340,None
https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbv04931,None
https://immovlan.be/en/detail/residence/for-sale/1970/wezembeek-oppem/rbv03333,None
https://immovlan.be/en/detail/residence/for-sale/3040/huldenberg/vbd72784,None
https://immovlan.be/en/detail/villa/for-rent/3090/overijse/vbd72216,None
