property_url,property_code,property_type,price_eur,cadastral_income_eur,postal_code,locality_name,state_of_the_property,currently_leased,build_year,bedrooms,bathrooms,toilets,livable_surface_m2,total_land_surface_m2,terrace_m2,garden_m2,heating_type,epc_kwh_m2_year,swimming_pool
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09571,RBV09571,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09570,RBV09570,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09569,RBV09569,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09568,RBV09568,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09567,RBV09567,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09566,RBV09566,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3690/zutendaal/rbv09565,RBV09565,house,289500,,3690,Zutendaal,,,,3,1,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/3560/lummen/rbv09385,RBV09385,apartment,235000,,3560,Lummen,,No,1972,2,1,1,85,,,,Gas,126,
https://immovlan.be/en/detail/residence/for-sale/3530/houthalen-helchteren/rbv09382,RBV09382,house,297000,,3530,Houthalen-Helchteren,,No,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rwc41676,RWC41676,house,558000,1269,3700,Tongeren,Normal,,1969,4,1,,230,,16,1050,Fuel oil,,
https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbv09368,RBV09368,house,329000,1013,3980,Tessenderlo,To be renovated,No,1974,3,1,2,176,1557,,,Electricity,508,
https://immovlan.be/en/detail/residence/for-sale/3930/hamont/rbv09114,RBV09114,house,298000,,3930,Hamont,To be renovated,No,1959,,1,2,175,363,,,Fuel oil,498,
https://immovlan.be/en/detail/residence/for-sale/5600/villers-le-gambon/vwd16394,VWD16394,house,220000,,5600,Villers-le-Gambon,Normal,,,3,1,,155,629,,,Fuel oil,453,Yes
https://immovlan.be/en/detail/residence/for-sale/5555/bievre/vbd77637,VBD77637,house,299000,684,5555,Bièvre,Fully renovated,Yes,1915,5,3,4,442,1220,28,750,Fuel oil,338,No
https://immovlan.be/en/detail/residence/for-sale/5600/jamagne/vbd77049,VBD77049,house,260000,315,5600,Jamagne,Normal,No,,3,1,2,125,489,,259,Fuel oil,388,
https://immovlan.be/en/detail/residence/for-sale/5600/philippeville/vbd76541,VBD76541,house,145000,426,5600,PHILIPPEVILLE,Normal,No,,4,1,1,238,180,,,Fuel oil,303,
https://immovlan.be/en/detail/duplex/for-sale/5000/namur/vbd76433,VBD76433,duplex,315000,,5000,Namur,New,,2025,2,1,1,91,,7,,Gas,59,No
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd76432,VBD76432,apartment,345000,,5000,Namur,New,,2025,3,3,1,104,,11,,Gas,40,No
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd76430,VBD76430,apartment,215000,,5000,Namur,New,,2025,1,1,1,54,,7,,Gas,50,No
https://immovlan.be/en/detail/ground-floor/for-sale/5000/namur/vbd76427,VBD76427,ground-floor,205000,,5000,Namur,New,,2025,1,1,1,47,,11,,Gas,84,No
https://immovlan.be/en/detail/triplex/for-sale/5580/han-sur-lesse/vbd76065,VBD76065,triplex,175000,509,5580,Han-sur-Lesse,Normal,No,1955,2,1,1,88,,,,,449,No
https://immovlan.be/en/detail/villa/for-sale/5031/grand-leez/vbd75957,VBD75957,house,369000,999,5031,Grand-Leez,Normal,,1974,3,1,2,141,802,,,Fuel oil,385,
https://immovlan.be/en/detail/bungalow/for-sale/5541/hastiere-par-dela/vbd75486,VBD75486,bungalow,55000,,5541,Hastière-par-delà,New,No,2020,2,,1,49,306,,,Not specified,,
https://immovlan.be/en/detail/residence/for-sale/5190/balatre/vbd75082,VBD75082,house,475000,,5190,Balâtre,Fully renovated,,,4,2,3,211,5400,,,Fuel oil,280,No
https://immovlan.be/en/detail/apartment/for-sale/5660/couvin/vbd74628,VBD74628,apartment,149000,456,5660,Couvin,,No,,2,1,1,90,,,,Not specified,216,
https://immovlan.be/en/detail/residence/for-sale/5660/aublain/vbd72942,VBD72942,house,180000,,5660,Aublain,,No,,4,2,,240,307,,,Fuel oil,486,
https://immovlan.be/en/detail/bungalow/for-sale/5540/hastiere-lavaux/vbd72285,VBD72285,bungalow,19000,,5540,Hastière-Lavaux,To be renovated,No,,1,1,1,49,242,15,200,Not specified,,
https://immovlan.be/en/detail/residence/for-sale/5540/hastiere-lavaux/rbs92261,RBS92261,house,59000,312,5540,Hastière-Lavaux,Normal,No,1989,2,1,1,42,,,,Electricity,,
https://immovlan.be/en/detail/residence/for-sale/5651/thy-le-chateau/vbd66696,VBD66696,house,165000,706,5651,Thy-le-Château,To be renovated,,,4,1,1,137,398,,134,Fuel oil,460,
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbd77638,VBD77638,house,99000,375,6850,Paliseul,To be renovated,No,1915,2,1,1,105,,,,Fuel oil,575,No
https://immovlan.be/en/detail/residence/for-sale/6800/libramont/vbd77285,VBD77285,house,229000,361,6800,Libramont,To renovate,No,1870,3,1,1,115,720,15,500,Fuel oil,284,No
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd76259,VBD76259,apartment,229900,,6880,Bertrix,New,No,2024,2,1,1,88,,32,,Gas,158,No
https://immovlan.be/en/detail/residence/for-sale/6800/libramont-chevigny/vbd76198,VBD76198,house,370000,1422,6800,Libramont-Chevigny,Normal,No,1981,6,3,3,201,3400,30,24,Fuel oil,336,No
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd75842,VBD75842,apartment,226800,,6880,Bertrix,New,No,,2,1,1,90,,19,5,Gas,158,No
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd75433,VBD75433,apartment,160000,,6700,Arlon,,,,1,1,1,35,,,,,85,
https://immovlan.be/en/detail/cottage/for-sale/6717/attert/vbd75226,VBD75226,cottage,320000,250,6717,Attert,,No,1844,4,2,2,161,614,,,Fuel oil,388,
https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd74296,VBD74296,house,329000,,6880,Bertrix,Excellent,No,2021,4,1,2,182,205,8,25,Fuel oil,92,No
https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd74264,VBD74264,house,330000,,6880,Bertrix,New,No,2025,3,2,3,140,100,,,Not specified,,
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd73582,VBD73582,apartment,249900,,6880,Bertrix,,,,2,1,,96,,20,,,,
https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd73581,VBD73581,house,159000,,6880,Bertrix,To renovate,Yes,1930,3,1,2,150,185,20,50,Fuel oil,272,No
https://immovlan.be/en/detail/residence/for-sale/6887/herbeumont/vbd71170,VBD71170,house,169000,502,6887,Herbeumont,Normal,Yes,1875,3,1,1,180,346,14,57,,457,No
https://immovlan.be/en/detail/residence/for-sale/6838/corbion/vbd70613,VBD70613,house,349000,,6838,Corbion,New,No,2024,3,2,,220,303,16,150,Gas,159,No
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd78127,VBD78127,house,,691,6900,Marche-en-Famenne,To be renovated,No,,3,1,,,400,,,Fuel oil,464,
https://immovlan.be/en/detail/apartment/for-sale/6800/libramont-chevigny/vbd78118,VBD78118,apartment,154900,939,6800,Libramont-Chevigny,,No,1960,2,1,2,93,,,,Electricity,272,
https://immovlan.be/en/detail/apartment/for-sale/6900/marche-en-famenne/vbd78001,VBD78001,apartment,195000,714,6900,Marche-en-Famenne,Excellent,No,2018,1,,1,55,,20,,Gas,97,
https://immovlan.be/en/detail/residence/in-public-sale/6780/messancy/vbd77943,VBD77943,house,250000,716,6780,Messancy,Normal,No,1956,3,1,2,146,256,,,Fuel oil,383,
https://immovlan.be/en/detail/residence/for-sale/6953/ambly/vbd77854,VBD77854,house,165000,567,6953,Ambly,To be renovated,No,,2,1,2,100,,,,,210,
https://immovlan.be/en/detail/apartment/for-sale/6600/bastogne/vbd77851,VBD77851,apartment,245000,,6600,Bastogne,Normal,,2024,1,1,,86,,5,,Gas,63,
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd77815,VBD77815,apartment,145000,666,6880,Bertrix,Normal,No,1992,2,2,1,78,,,,Electricity,372,No
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vbd77814,VBD77814,house,229000,376,6840,Neufchâteau,Fully renovated,No,1920,3,1,2,120,64,25,,Fuel oil,234,No
https://immovlan.be/en/detail/residence/for-sale/6821/lacuisine/vbd77636,VBD77636,house,459000,,6821,Lacuisine,Normal,No,1850,3,2,2,480,410,35,75,Fuel oil,205,No
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd77631,VBD77631,house,549000,1680,6940,Durbuy,Normal,No,2003,5,1,3,235,1539,50,750,Fuel oil,143,Yes
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vwd16391,VWD16391,house,185000,,6840,Neufchâteau,To be renovated,,1980,3,1,,120,,,,Wood,,
https://immovlan.be/en/detail/residence/for-sale/6840/hamipre/vbd77288,VBD77288,house,289900,,6840,Hamipré,New,No,2025,3,1,2,120,853,9,,,,No
https://immovlan.be/en/detail/residence/for-sale/6662/tavigny/vbd77236,VBD77236,house,215000,556,6662,Tavigny,Normal,No,1850,2,,2,,276,,,Fuel oil,179,
https://immovlan.be/en/detail/apartment/for-sale/6791/athus/vbd77190,VBD77190,apartment,190000,,6791,Athus,Normal,,,2,1,1,70,,2,,Fuel oil,260,No
https://immovlan.be/en/detail/ground-floor/for-sale/6791/athus/vbd77189,VBD77189,ground-floor,250000,,6791,Athus,Normal,,,3,1,3,86,,,220,Fuel oil,356,No
https://immovlan.be/en/detail/apartment/for-sale/6791/athus/vbd77188,VBD77188,apartment,599000,,6791,Athus,Normal,,,6,3,3,,,,220,Fuel oil,260,No
https://immovlan.be/en/detail/residence/for-sale/6730/rossignol/vbd77184,VBD77184,house,80000,706,6730,Rossignol,To be renovated,No,1930,1,,,310,,,,Not specified,,
https://immovlan.be/en/detail/apartment/for-sale/6791/athus/vbd77166,VBD77166,apartment,160000,,6791,Athus,Fully renovated,,,1,1,,58,,,,Fuel oil,399,
